date,lat,lon,smajax,sminax,strike,q,depth,unc,q,mw,unc,q,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,eventid
1981-09-1706:19:11.36,-6.460,127.861,5.8,4.0,62.5,A,35.0,5.0,A,6.11,0.10,A,d,1.78,18,gcmt,1.65,-0.17,0.05,0.02,0.56,-1.70,611626
1981-09-1708:23:27.60,-22.534,170.520,6.2,5.5,33.8,A,34.5,4.5,A,6.75,0.10,A,d,1.64,19,gcmt,-0.55,-0.03,1.47,0.87,0.58,-0.92,611630
1981-09-1709:50:34.22,16.768,-99.527,8.6,7.0,47.3,A,22.5,3.7,A,5.73,0.24,C,p,,,,,,,,,,611633
1981-09-2004:45:23.58,-22.436,170.816,6.8,6.5,25.7,A,15.0,18.3,C,5.86,0.10,A,d,7.66,17,gcmt,-1.28,0.53,5.77,5.35,1.76,-4.48,611810
1981-09-2005:36:49.41,-28.661,-176.567,11.2,7.3,113.9,B,15.0,9.1,C,5.60,0.10,A,d,3.11,17,gcmt,-2.64,1.29,2.61,0.34,-1.06,0.03,611812
1981-09-2113:51:55.59,-22.392,170.483,6.6,6.3,105.7,A,15.0,13.2,C,5.81,0.10,A,d,6.35,17,gcmt,0.15,-2.44,1.58,5.55,1.07,-1.74,611895
1981-09-2114:24:41.87,-22.233,170.555,6.2,5.8,66.0,A,15.0,41.4,C,6.18,0.10,A,d,2.30,18,gcmt,-0.32,0.09,1.92,1.00,1.05,-1.60,611897
1981-09-2421:09:40.54,-45.692,79.810,9.8,8.7,120.1,A,10.0,25.0,C,5.59,0.10,A,d,3.01,17,gcmt,2.91,-0.36,-2.38,-0.71,-1.20,-0.54,612050
1981-09-2514:30:53.11,-30.068,-177.929,7.7,6.1,105.2,A,30.0,3.9,A,6.00,0.10,A,d,1.22,18,gcmt,-1.07,0.46,1.07,0.20,-0.31,-0.00,612097
1981-09-2515:01:23.13,38.564,143.248,4.7,3.3,111.4,A,25.3,3.6,A,5.73,0.10,A,d,4.86,17,gcmt,-2.32,1.97,1.61,4.11,-0.12,0.72,612098
1981-09-2713:32:33.50,14.354,-91.639,10.0,5.5,36.3,B,73.2,6.0,A,5.58,0.10,A,d,2.91,17,gcmt,-1.64,0.77,-1.55,-0.89,-0.62,3.19,612179
1981-09-2803:36:35.83,40.275,143.467,5.6,3.4,111.0,B,25.0,3.6,A,5.60,0.10,A,d,3.08,17,gcmt,-1.00,2.72,0.84,1.10,-0.04,0.16,612225
1981-09-2817:56:18.99,-29.423,-179.075,5.1,5.0,99.2,A,320.0,5.2,A,6.53,0.10,A,d,7.57,18,gcmt,4.94,-3.79,-2.17,-5.07,-0.62,-2.77,612257
1981-09-2910:00:20.38,-62.272,153.357,14.4,9.1,111.4,B,15.0,25.0,C,5.63,0.10,A,d,3.48,17,gcmt,-1.37,-0.62,-2.21,-1.67,0.73,3.59,612287
1981-09-3011:53:29.35,37.532,-118.830,5.1,4.4,46.3,A,10.0,5.1,B,5.61,0.10,A,d,3.16,17,gcmt,1.95,-1.49,-0.64,-0.82,-2.03,-1.31,612320
1981-10-0116:02:52.01,-33.828,-179.204,7.9,5.6,103.1,A,30.0,4.0,A,5.92,0.10,A,d,9.38,17,gcmt,-5.12,7.50,4.73,-0.04,-2.77,0.39,609376
1981-10-0117:04:43.99,50.682,160.442,4.7,4.2,164.6,A,13.8,3.5,A,5.93,0.10,A,d,9.63,17,gcmt,2.03,3.67,-8.65,-0.60,4.25,6.61,609379
1981-10-0400:01:32.78,-4.510,146.239,4.8,3.9,78.0,A,20.0,3.6,A,6.26,0.10,A,d,2.97,18,gcmt,1.54,1.05,0.50,0.64,1.98,-2.05,609490
1981-10-0410:27:45.00,-9.362,159.498,7.4,6.5,81.3,A,35.0,4.8,A,5.56,0.10,A,d,2.71,17,gcmt,-0.44,-2.00,1.33,0.63,1.26,-0.89,609509
1981-10-0703:02:14.43,-20.724,-178.593,5.4,4.9,168.5,A,620.6,6.7,A,6.51,0.10,A,d,7.07,18,gcmt,-0.09,-4.10,-4.75,-3.48,-0.07,4.85,609638
1981-10-0713:19:22.68,-11.489,66.361,7.1,6.3,102.7,A,15.0,8.6,C,5.72,0.10,A,d,4.67,17,gcmt,2.88,0.29,-3.11,-2.00,-3.04,0.22,609656
1981-10-0912:19:41.13,-9.997,162.116,5.9,4.5,49.4,A,44.8,6.1,A,6.30,0.10,A,d,3.52,18,gcmt,-0.38,0.36,2.67,1.46,2.00,-2.29,609742
1981-10-1100:36:12.94,0.505,120.793,5.6,4.3,62.7,A,80.9,4.8,A,5.60,0.10,A,d,3.13,17,gcmt,0.31,-1.94,0.05,-2.42,0.17,-0.37,609808
1981-10-1206:59:38.28,-30.326,-177.329,12.5,7.8,112.1,B,35.0,12.7,C,5.59,0.10,A,d,2.95,17,gcmt,-2.04,2.17,1.67,0.46,-0.71,0.38,609861
1981-10-1501:47:54.45,40.306,142.405,4.2,3.4,107.1,A,51.4,5.1,A,5.69,0.10,A,d,4.25,17,gcmt,-1.26,3.10,1.93,2.34,-0.48,-0.67,609967
1981-10-1603:25:44.23,-33.137,-72.993,6.2,4.8,104.3,A,35.0,4.9,A,7.08,0.10,A,d,5.11,19,gcmt,-4.36,1.97,4.94,-0.03,-0.73,-0.57,610009
1981-10-1614:40:55.31,4.210,128.158,5.7,4.1,57.2,A,25.0,3.8,A,5.80,0.10,A,d,6.16,17,gcmt,-2.93,5.49,2.65,-0.25,0.05,0.29,610024
1981-10-1621:01:45.87,-56.498,-27.423,9.7,6.8,39.2,A,129.0,5.2,A,5.80,0.10,A,d,6.10,17,gcmt,-2.79,-1.72,-0.48,-2.33,-4.42,3.28,610037
1981-10-1706:44:56.97,-7.004,129.028,5.2,3.6,52.0,A,186.0,5.3,A,6.40,0.10,A,d,4.85,18,gcmt,1.77,2.94,2.43,0.40,-1.21,-4.21,610052
1981-10-1712:08:28.12,-3.192,142.328,5.5,3.8,55.6,A,24.8,3.9,A,5.96,0.10,A,d,10.83,17,gcmt,-5.17,1.69,7.30,3.58,7.85,-2.12,610070
1981-10-1714:35:42.48,-45.368,-15.148,7.9,7.0,16.5,A,10.0,25.0,C,6.09,0.10,A,d,1.70,18,gcmt,1.24,0.51,-1.30,-0.85,-0.55,0.06,610080
1981-10-1720:04:15.63,4.577,122.611,5.6,3.7,60.4,A,605.0,7.4,A,6.01,0.10,A,d,1.26,18,gcmt,0.39,-1.16,-0.46,-0.03,0.23,0.06,610097
1981-10-1804:31:01.90,8.136,-72.517,6.0,5.3,112.3,A,30.0,3.9,A,5.91,0.10,A,d,9.16,17,gcmt,-5.14,6.62,1.67,-0.07,-4.97,3.47,610119
1981-10-1805:22:29.04,43.367,45.379,4.7,3.5,21.2,A,25.0,3.5,A,5.57,0.10,A,d,2.83,17,gcmt,0.14,-0.70,2.16,-1.46,0.63,-2.31,610122
1981-10-2313:26:21.77,-8.835,106.373,8.7,5.5,50.3,B,20.0,3.4,A,5.61,0.10,A,d,3.22,17,gcmt,-0.20,-0.70,1.04,2.88,0.86,-0.84,610367
1981-10-2503:22:17.28,18.099,-102.026,6.1,4.7,47.1,A,25.0,3.9,A,7.17,0.10,A,d,7.00,19,gcmt,-0.94,-2.43,4.76,4.76,1.24,-3.81,610441
1981-10-2804:34:19.38,-31.417,-110.933,8.7,6.9,164.0,A,10.0,5.0,C,6.35,0.10,A,d,4.12,18,gcmt,3.40,0.80,0.54,-1.81,0.41,-3.94,610567
1981-10-3110:14:02.28,-10.057,-79.678,14.2,6.4,50.6,B,20.0,25.0,C,5.58,0.10,A,d,2.89,17,gcmt,-0.48,-1.35,1.48,-0.96,-2.33,-0.99,610705
1981-11-0203:44:56.84,-52.898,27.159,11.4,8.1,90.5,A,15.0,25.0,C,5.63,0.10,A,d,3.38,17,gcmt,0.14,0.56,-2.97,-1.35,-0.96,2.82,608132
1981-11-0221:10:26.51,12.239,92.877,5.4,4.4,50.1,A,20.0,3.8,A,5.71,0.10,A,d,4.47,17,gcmt,-0.93,3.23,1.99,-1.75,1.96,-1.06,608163
1981-11-0307:02:40.89,-1.826,-78.359,7.8,4.9,69.7,B,141.6,5.1,A,5.88,0.10,A,d,8.17,17,gcmt,3.56,-3.71,-6.12,2.60,-4.38,2.56,608175
1981-11-0313:47:37.25,43.559,-128.006,5.6,4.3,42.3,A,15.0,3.3,A,6.42,0.10,A,d,5.20,18,gcmt,4.33,0.00,-0.35,0.00,-3.12,-3.98,608187
1981-11-0414:38:14.01,-19.963,-174.304,5.7,4.8,129.3,A,45.0,5.1,A,6.52,0.10,A,d,7.39,18,gcmt,1.64,7.12,-2.28,-0.05,0.34,0.64,608232
1981-11-0507:23:23.85,-21.549,170.154,6.5,6.1,178.3,A,30.0,23.6,C,5.72,0.10,A,d,4.63,17,gcmt,1.20,0.22,-0.40,1.71,-4.17,-0.80,608257
1981-11-0616:47:49.57,-3.534,143.780,5.3,3.8,58.0,A,20.0,3.6,A,6.58,0.10,A,d,9.05,18,gcmt,-0.40,1.54,1.38,-2.27,8.71,-0.97,608318
1981-11-0703:29:51.79,-32.162,-71.324,6.1,4.9,103.9,A,60.0,5.1,A,6.95,0.10,A,d,3.26,19,gcmt,0.83,-3.12,-0.07,0.78,-0.22,-0.77,608340
1981-11-0709:42:54.77,-17.320,66.497,6.8,5.9,71.7,A,10.0,3.1,A,6.48,0.10,A,d,6.40,18,gcmt,5.77,-1.55,-0.81,-1.60,2.71,-4.97,608357
1981-11-0722:02:48.99,14.577,-90.503,6.7,4.8,57.9,A,189.1,5.1,A,5.87,0.10,A,d,7.93,17,gcmt,-0.11,-6.36,2.03,4.41,0.17,-1.91,608381
1981-11-0813:41:20.95,-6.130,112.039,5.5,3.8,60.9,A,633.2,6.9,A,6.08,0.10,A,d,1.61,18,gcmt,0.17,0.28,-1.46,-0.23,-0.77,1.28,608397
1981-11-0818:01:04.99,37.371,114.985,3.9,3.6,58.0,A,10.0,3.2,A,5.63,0.10,A,d,3.48,17,gcmt,-3.04,0.29,0.35,1.53,1.21,2.69,608402
1981-11-0916:45:08.31,53.352,-165.781,6.3,4.4,2.8,A,41.6,4.7,A,5.67,0.10,A,d,3.94,17,gcmt,-2.26,0.95,3.89,-2.02,0.69,-1.63,608436
1981-11-1409:05:32.42,23.718,32.664,5.9,5.4,15.3,A,16.4,3.4,A,5.80,0.10,A,d,6.17,17,gcmt,-4.82,2.53,-0.33,0.84,-2.53,5.16,608654
1981-11-1520:18:21.70,-65.656,179.831,13.5,8.1,53.6,B,10.0,25.0,C,6.04,0.10,A,d,1.43,18,gcmt,-1.28,-0.48,-0.08,-0.23,-0.10,1.37,608705
1981-11-1613:53:19.33,-22.135,169.551,5.6,5.3,8.0,A,24.9,4.5,A,6.32,0.10,A,d,3.72,18,gcmt,1.53,-0.08,-3.59,0.11,-2.05,2.05,608745
1981-11-1619:42:36.69,-33.803,-179.516,6.8,4.6,121.3,A,15.0,9.6,C,6.04,0.10,A,d,1.41,18,gcmt,-1.22,0.83,0.88,-0.09,-0.43,0.35,608760
1981-11-1809:17:34.47,-2.258,22.992,8.5,6.0,84.6,A,15.0,3.5,A,5.55,0.10,A,d,2.57,17,gcmt,-2.25,0.91,-0.17,0.54,0.01,2.43,608826
1981-11-1817:37:47.70,-29.601,-177.088,8.0,6.1,111.2,A,20.0,14.3,C,5.95,0.10,A,d,10.29,17,gcmt,-7.41,7.00,7.37,1.33,-0.72,0.04,608848
1981-11-1822:51:36.98,31.901,131.806,4.3,4.0,159.9,A,40.7,4.9,A,5.84,0.25,B,p,,,,,,,,,,608863
1981-11-2211:37:58.86,43.482,-127.660,9.4,5.5,46.7,B,15.0,3.3,A,5.83,0.10,A,d,6.85,17,gcmt,5.32,-0.24,-0.22,-0.35,-4.42,-5.10,609010
1981-11-2215:05:23.21,18.757,120.818,4.5,3.4,68.8,A,30.4,3.8,A,6.42,0.10,A,d,5.27,18,gcmt,2.91,-0.38,-5.01,-0.87,-2.81,2.10,609022
1981-11-2310:17:23.99,43.023,146.202,4.5,3.9,111.1,A,39.7,4.9,A,5.95,0.10,A,d,10.47,17,gcmt,-4.61,3.64,-4.42,6.15,-0.49,9.04,609053
1981-11-2321:30:28.61,36.427,70.751,4.7,3.7,38.7,A,217.5,5.1,A,5.69,0.10,A,d,4.21,17,gcmt,-0.68,-3.09,1.18,2.66,0.32,-0.49,609075
1981-11-2423:30:34.14,-22.448,170.567,5.6,5.3,10.5,A,20.0,3.4,A,6.69,0.10,A,d,13.35,18,gcmt,-2.33,-2.92,8.90,9.55,3.81,-6.57,609116
1981-11-2509:36:43.17,-3.224,142.131,6.8,5.6,79.0,A,30.0,3.8,A,5.56,0.10,A,d,2.68,17,gcmt,-1.04,1.71,1.65,0.17,1.47,-0.61,609134
1981-11-2519:01:49.91,-15.237,-173.155,8.5,6.4,150.1,A,35.0,4.6,A,5.90,0.10,A,d,8.77,17,gcmt,0.70,-0.84,-5.24,-7.11,-1.33,4.54,609155
1981-11-2523:51:17.16,-20.832,-178.795,6.7,6.3,126.6,A,605.0,6.8,A,5.96,0.10,A,d,10.90,17,gcmt,5.94,-6.20,-7.47,-5.47,2.10,1.52,609162
1981-11-2717:21:46.64,42.921,131.233,3.9,3.5,71.4,A,545.0,6.4,A,6.15,0.10,A,d,2.04,18,gcmt,-0.65,-1.74,0.15,0.62,-0.63,0.50,609216
1981-12-0117:46:43.82,-37.222,179.897,8.0,6.5,119.3,A,30.0,4.6,A,5.66,0.10,A,d,3.75,17,gcmt,3.09,-1.46,-2.62,-0.72,2.19,-0.47,606598
1981-12-0206:24:46.34,40.952,142.520,3.9,3.3,103.5,A,85.0,5.0,A,6.29,0.10,A,d,3.34,18,gcmt,-2.53,1.14,-0.91,-0.34,0.47,3.45,606627
1981-12-0219:01:58.57,-15.800,88.398,6.4,5.1,65.6,A,25.0,3.9,A,5.80,0.10,A,d,6.19,17,gcmt,-0.84,-0.36,3.57,2.15,-5.09,-2.73,606648
1981-12-0518:46:54.83,14.481,58.114,5.7,5.3,7.2,A,20.0,3.8,A,5.79,0.10,A,d,6.00,17,gcmt,-0.85,0.00,-2.44,0.00,5.62,3.29,606771
1981-12-0612:50:48.50,-6.092,152.149,5.2,3.9,66.4,A,20.0,3.6,A,6.27,0.10,A,d,3.16,18,gcmt,-0.36,0.17,-2.78,-1.04,0.31,3.15,606796
1981-12-0614:54:31.87,8.008,-38.523,9.5,6.6,134.1,A,10.0,3.2,A,5.60,0.10,A,d,3.11,17,gcmt,0.80,0.00,-0.48,0.00,-3.06,-0.32,606802
1981-12-1109:45:58.70,-6.016,148.141,5.3,4.2,73.8,A,67.8,4.8,A,6.17,0.10,A,d,2.22,18,gcmt,0.63,-0.16,1.70,0.88,0.30,-2.33,607016
1981-12-1204:52:39.39,23.996,125.800,3.5,3.5,112.4,A,13.2,3.3,A,6.37,0.10,A,d,4.49,18,gcmt,-3.01,1.14,-0.25,0.30,2.98,3.26,607047
1981-12-1210:53:22.82,-17.484,-173.199,9.1,7.3,156.5,A,30.3,3.9,A,5.66,0.10,A,d,3.86,17,gcmt,-3.06,2.24,2.92,-0.30,-0.92,0.14,607055
1981-12-1223:31:13.96,4.884,70.285,6.6,6.4,94.9,A,25.0,4.0,A,5.60,0.10,A,d,3.09,17,gcmt,1.29,2.35,-1.74,0.99,0.76,0.45,607073
1981-12-1301:39:16.06,-6.395,154.978,6.6,4.9,55.6,A,56.5,5.0,A,5.82,0.10,A,d,6.71,17,gcmt,-1.94,-1.04,5.61,1.55,4.38,-3.67,607079
1981-12-1320:35:53.01,-9.408,111.598,6.5,4.5,51.2,A,35.8,4.5,A,5.57,0.10,A,d,2.82,17,gcmt,-0.92,2.01,0.78,-1.59,1.02,0.14,607113
1981-12-1412:05:53.06,-56.370,-26.434,9.6,7.2,54.7,A,85.0,6.0,A,6.05,0.10,A,d,1.45,18,gcmt,-0.57,0.70,-0.59,-0.78,-0.00,1.17,607146
1981-12-1914:10:54.05,39.259,25.294,4.3,2.8,11.4,B,14.4,3.5,A,6.85,0.10,A,d,2.28,19,gcmt,-2.17,0.18,0.09,-0.74,0.30,2.09,607342
1981-12-2110:32:13.93,14.816,-92.373,8.6,5.2,47.0,B,80.3,5.4,A,5.97,0.10,A,d,10.99,17,gcmt,7.05,-4.88,1.32,6.12,0.87,-8.37,607523
1981-12-2205:02:17.46,-9.655,154.741,7.1,5.4,67.1,A,10.0,25.0,C,5.71,0.10,A,d,4.51,17,gcmt,0.58,1.73,-4.48,0.64,-0.35,3.89,607571
1981-12-2300:30:04.85,-3.815,150.607,6.0,4.0,62.5,B,459.7,6.0,A,5.94,0.10,A,d,10.10,17,gcmt,-4.15,-3.88,5.99,3.97,-6.60,-1.84,607607
1981-12-2318:47:22.25,-15.548,-173.668,6.4,5.7,142.7,A,98.5,6.3,A,5.90,0.10,A,d,8.66,17,gcmt,-1.13,6.86,3.06,-5.17,-2.62,-1.93,607644
1981-12-2405:33:23.19,-30.035,-177.669,6.5,5.9,92.8,A,32.7,3.7,A,6.82,0.10,A,d,2.11,19,gcmt,-1.35,1.54,1.44,-0.03,-0.37,-0.08,607662
1981-12-2422:36:26.19,-30.226,-177.352,9.5,6.3,99.7,B,15.0,12.9,C,5.75,0.10,A,d,5.13,17,gcmt,-2.81,3.84,2.72,1.35,-1.61,0.10,607705
1981-12-2509:12:06.64,-30.336,-177.313,10.0,7.0,110.8,A,30.0,12.7,C,5.59,0.10,A,d,2.96,17,gcmt,-2.22,2.06,1.94,0.10,-0.47,0.28,607727
1981-12-2617:05:31.00,-29.917,-177.746,5.9,5.8,55.2,A,15.0,12.9,C,7.05,0.10,A,d,4.57,19,gcmt,-3.27,2.71,3.83,0.00,-0.86,-0.56,607781
1981-12-2710:30:42.79,-2.164,139.799,5.9,3.9,59.8,A,10.0,3.2,A,5.85,0.10,A,d,7.28,17,gcmt,1.00,1.42,1.82,1.01,6.70,-2.81,607826
1981-12-2717:39:15.97,38.825,24.906,4.1,3.0,4.2,A,15.0,3.4,A,6.28,0.10,A,d,3.25,18,gcmt,-2.68,1.08,0.04,-1.42,0.56,2.64,607839
1981-12-2721:23:14.40,-8.291,-79.990,13.2,6.4,62.5,B,25.0,8.4,C,5.65,0.10,A,d,3.61,17,gcmt,-1.64,-3.11,1.94,-0.16,0.26,-0.29,607856
1981-12-2812:40:17.89,-14.974,168.216,7.4,6.6,74.0,A,20.0,12.7,C,5.57,0.10,A,d,2.74,17,gcmt,-2.02,1.65,2.26,0.12,0.43,-0.24,607895
1982-01-0110:53:08.43,-18.052,-178.401,7.4,6.5,149.7,A,590.0,10.7,A,5.58,0.10,A,d,2.87,17,gcmt,-1.72,-1.88,0.06,1.10,-0.80,1.67,604854
1982-01-0118:51:04.24,26.847,142.593,4.3,3.5,63.5,A,30.0,3.8,A,6.58,0.10,A,d,9.00,18,gcmt,2.49,7.27,-0.39,1.57,-4.51,-2.10,604865
1982-01-0314:09:55.31,-0.981,-21.889,8.3,5.5,128.3,B,20.1,3.4,A,7.10,0.10,A,d,5.56,19,gcmt,-1.38,2.68,-0.17,-2.29,-4.31,1.56,604961
1982-01-0406:05:03.71,18.022,145.618,4.7,3.2,63.7,A,607.4,6.6,A,6.49,0.10,A,d,6.69,18,gcmt,5.17,2.81,-6.65,-0.62,-0.99,1.48,604995
1982-01-0406:09:00.61,17.589,145.496,17.7,11.0,104.0,B,533.0,25.0,C,5.77,0.29,C,p,,,,,,,,,,604996
1982-01-0422:20:55.43,-23.174,-177.232,5.6,5.1,137.1,A,199.7,5.3,A,6.37,0.10,A,d,4.42,18,gcmt,1.80,-3.12,-2.56,-2.39,-0.16,0.76,605027
1982-01-0513:44:47.49,-0.990,-21.939,12.2,7.6,130.4,B,17.5,3.4,A,5.77,0.10,A,d,5.62,17,gcmt,-2.29,1.07,0.18,-1.27,-4.90,2.11,605052
1982-01-0708:03:45.85,-12.061,166.750,6.0,4.8,36.0,A,157.4,5.1,A,5.68,0.10,A,d,4.11,17,gcmt,-3.95,-0.96,3.87,0.83,0.11,0.08,605145
1982-01-0708:42:49.59,-3.417,177.646,7.5,6.6,53.8,A,15.0,4.7,C,5.87,0.10,A,d,7.93,17,gcmt,-0.98,-2.03,6.27,1.11,5.22,-5.28,605147
1982-01-1106:10:06.95,13.864,124.375,5.0,3.2,57.5,B,31.8,3.9,A,7.07,0.10,A,d,4.96,19,gcmt,-1.40,4.58,1.67,-0.56,0.90,-0.26,605354
1982-01-1201:44:50.62,-52.503,28.071,8.7,6.3,78.6,A,15.0,25.0,C,6.20,0.10,A,d,2.48,18,gcmt,-1.52,0.29,-0.40,-0.94,1.49,1.93,605403
1982-01-1205:48:20.11,13.067,-87.620,8.7,4.5,45.3,B,10.0,3.5,A,6.11,0.10,A,d,1.83,18,gcmt,1.16,0.37,0.09,-0.15,-1.32,-1.25,605414
1982-01-1300:06:42.60,-9.556,152.206,5.4,4.4,50.3,A,15.0,3.5,A,6.10,0.10,A,d,1.72,18,gcmt,-0.28,0.14,-1.36,-0.84,-0.03,1.64,605451
1982-01-1303:06:05.12,-8.068,119.665,7.1,4.0,63.0,B,193.3,5.1,A,5.69,0.10,A,d,4.28,17,gcmt,1.75,3.78,-1.18,-1.32,-0.03,-0.58,605463
1982-01-1304:43:00.31,-9.495,152.179,6.6,5.8,53.5,A,15.0,7.4,C,5.67,0.10,A,d,3.93,17,gcmt,-0.06,0.27,-2.89,-2.37,-1.15,2.95,605470
1982-01-1409:53:44.60,-9.428,152.079,5.5,4.8,60.3,A,15.0,3.3,A,6.07,0.10,A,d,1.58,18,gcmt,-0.91,0.43,-0.12,-0.17,-1.16,1.04,605543
1982-01-1411:36:04.45,10.009,124.194,6.4,4.1,60.8,B,595.0,6.3,A,5.72,0.10,A,d,4.64,17,gcmt,2.28,2.50,-2.38,-1.57,2.74,0.10,605547
1982-01-1513:48:21.43,-9.469,152.285,5.7,4.4,58.9,A,15.1,3.2,A,6.05,0.10,A,d,1.45,18,gcmt,-0.13,0.03,-1.26,-0.46,-0.38,1.40,605600
1982-01-1804:23:35.03,-17.130,167.847,6.6,5.1,60.1,A,10.0,3.5,A,5.81,0.10,A,d,6.32,17,gcmt,-6.18,-2.12,5.52,0.52,1.06,0.67,605731
1982-01-1819:27:27.10,39.918,24.371,3.6,2.9,9.8,A,10.0,3.4,A,6.56,0.10,A,d,8.61,18,gcmt,-6.41,4.59,0.04,-1.47,-3.30,6.37,605760
1982-01-1822:44:39.29,-4.029,153.497,6.9,5.5,56.1,A,199.8,5.4,A,5.78,0.53,C,p,,,,,,,,,,605799
1982-01-2004:25:14.46,7.151,93.979,5.3,4.1,46.5,A,20.0,3.7,A,6.25,0.10,A,d,2.90,18,gcmt,0.22,0.98,0.47,0.19,2.66,-0.69,605913
1982-01-2007:09:19.21,7.368,93.876,5.2,4.0,43.2,A,20.0,3.8,A,6.13,0.10,A,d,1.91,18,gcmt,-0.07,0.29,-0.10,0.47,1.83,0.17,605922
1982-01-2121:52:42.16,19.240,-155.620,5.1,4.8,81.8,A,10.0,3.1,A,5.66,0.10,A,d,3.78,17,gcmt,-0.41,2.33,1.31,2.70,-0.47,-0.90,606022
1982-01-2122:29:14.71,19.232,-155.579,5.4,5.1,57.8,A,10.0,15.2,B,5.57,0.10,A,d,2.83,17,gcmt,-0.85,1.91,0.86,1.81,-0.64,-0.00,606023
1982-01-2204:29:59.11,30.862,89.836,5.2,4.2,12.6,A,10.0,3.5,A,5.53,0.10,A,d,2.46,17,gcmt,2.50,-1.21,-1.46,-0.02,-0.88,-1.05,606038
1982-01-2314:10:41.67,23.967,121.703,3.6,2.6,94.6,A,15.0,3.3,A,6.02,0.10,A,d,13.07,17,gcmt,0.79,9.87,1.69,7.95,-2.56,-2.49,606125
1982-01-2317:37:28.78,31.670,82.244,4.4,3.4,20.6,A,10.0,3.9,A,6.30,0.10,A,d,3.46,18,gcmt,2.86,1.09,-3.12,-1.50,0.06,0.26,606137
1982-01-2406:08:59.02,14.050,124.380,5.3,3.6,61.4,A,35.0,4.6,A,6.62,0.10,A,d,10.47,18,gcmt,-2.80,9.71,3.52,-0.37,2.21,-0.71,606185
1982-01-2505:29:33.34,53.307,-165.805,5.4,4.3,6.4,A,40.0,5.0,A,5.92,0.10,A,d,9.42,17,gcmt,-3.04,1.62,9.05,-1.64,4.46,-6.01,606238
1982-01-2804:06:07.94,-17.802,-179.313,7.2,6.2,164.2,A,600.0,7.9,A,5.74,0.10,A,d,4.94,17,gcmt,-1.28,-4.04,0.36,2.62,0.35,0.93,606389
1982-01-2922:32:08.30,25.388,-45.423,7.1,5.2,142.0,A,12.0,3.6,A,5.88,0.10,A,d,8.11,17,gcmt,5.30,-3.70,-7.31,3.89,1.65,2.00,606470
1982-01-3002:35:09.51,16.714,-61.362,5.4,4.6,93.7,A,35.0,4.5,A,6.05,0.10,A,d,1.47,18,gcmt,-0.46,1.27,0.64,-0.49,0.08,-0.18,606480
1982-02-0719:18:18.47,28.927,-113.201,12.9,7.2,47.0,B,15.0,9.0,C,5.58,0.10,A,d,2.86,17,gcmt,3.08,0.00,-0.55,0.00,0.55,-2.54,603731
1982-02-1001:13:47.99,55.778,160.959,6.2,4.4,152.1,A,165.0,5.1,A,5.63,0.10,A,d,3.43,17,gcmt,-1.37,2.99,0.64,1.17,0.28,0.74,603833
1982-02-1020:38:06.38,-22.756,-66.531,6.2,4.9,70.3,A,234.1,5.2,A,6.74,0.10,A,d,1.61,19,gcmt,0.36,-1.56,-0.24,0.19,0.21,-0.12,603866
1982-02-1319:56:14.43,5.818,94.789,5.2,4.3,45.0,A,72.0,5.0,A,5.72,0.10,A,d,4.61,17,gcmt,0.46,-1.33,0.89,0.54,-4.23,-1.35,604020
1982-02-1405:16:59.73,-47.306,100.017,20.3,12.7,19.2,B,10.0,8.3,C,5.76,0.10,A,d,5.45,17,gcmt,-4.56,1.70,-0.09,1.11,2.07,4.66,604042
1982-02-1505:50:11.31,-3.478,177.498,7.0,6.5,115.3,A,15.0,3.4,A,5.94,0.10,A,d,10.04,17,gcmt,3.14,-3.95,2.79,0.84,7.78,-5.93,604092
1982-02-1617:29:30.22,12.679,141.870,6.2,5.2,66.6,A,15.0,2.5,A,5.56,0.10,A,d,2.71,17,gcmt,1.04,0.44,-3.14,-0.12,0.40,2.09,604147
1982-02-2009:17:05.32,-16.662,177.268,9.5,8.3,51.2,A,15.0,10.9,C,5.56,0.10,A,d,2.70,17,gcmt,0.00,-1.70,0.26,1.17,2.00,-0.26,604308
1982-02-2013:26:51.92,-10.874,166.041,6.3,4.7,52.9,A,25.0,3.9,A,6.80,0.10,A,d,1.92,19,gcmt,-0.54,0.58,-0.36,-0.34,-1.66,0.90,604321
1982-02-2019:18:24.03,33.637,141.077,3.8,3.3,97.9,A,30.0,3.7,A,6.46,0.10,A,d,6.06,18,gcmt,-4.05,1.52,1.34,-5.23,-0.59,2.72,604343
1982-02-2215:03:14.41,33.659,141.068,4.2,3.7,109.5,A,30.0,3.7,A,5.69,0.10,A,d,4.22,17,gcmt,-1.05,3.74,0.19,-1.76,-0.02,0.86,604463
1982-02-2404:22:36.37,4.393,97.724,6.1,4.4,46.8,A,10.0,3.2,A,5.84,0.10,A,d,7.15,17,gcmt,-4.22,-2.37,5.59,-2.44,3.79,-1.37,604563
1982-02-2716:16:54.50,22.438,143.517,5.1,3.8,68.6,A,116.7,5.0,A,6.27,0.10,A,d,3.18,18,gcmt,-0.19,-1.34,0.82,-0.21,-2.84,-0.62,604748
1982-02-2817:00:22.35,-21.717,-173.474,10.7,7.2,146.6,B,15.0,3.8,A,5.59,0.10,A,d,2.99,17,gcmt,-2.32,-1.58,2.34,-0.23,-1.00,-0.02,604813
