Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
7th Av Nw / Nw 60th St,Motor Vehicle Accident,10/16/2011 04:58:00 PM +0000,47.672348,-122.365061,,F110096388
Thomas St / Yale Av N,Motor Vehicle Accident,10/16/2011 10:04:00 AM +0000,47.62082,-122.330423,,F110096332
8500 GREENWOOD AV N,Motor Vehicle Accident,10/16/2011 05:33:00 AM +0000,47.690595,-122.355302,,F110096269
Sb I5 At Boylston,Motor Vehicle Accident Freeway,10/16/2011 04:35:00 AM +0000,47.633861,-122.324001,,F110096255
1200 - 1299 Ne 50th St,Motor Vehicle Accident,10/16/2011 03:37:00 AM +0000,47.664917,-122.315239,,F110096242
Sb I5 At Mercer,Motor Vehicle Accident Freeway,10/16/2011 03:07:00 AM +0000,47.622727,-122.328659,,F110096237
Delridge Way Sw / Sw Holden St,Motor Vehicle Accident,10/16/2011 02:45:00 AM +0000,47.533692,-122.360425,,F110096227
2nd Av / Pike St,Motor Vehicle Accident,10/16/2011 02:25:00 AM +0000,47.609285,-122.338904,,F110096222
4030 31st Av S,Motor Vehicle Accident,10/16/2011 01:23:00 AM +0000,47.567169,-122.292448,,F110096206
University St / 2nd Av,Motor Vehicle Accident,10/16/2011 12:30:00 PM +0000,47.607299,-122.337087,,F110096190
14th Av / E Spring St,Motor Vehicle Accident,10/15/2011 09:30:00 PM +0000,47.611552,-122.314127,,F110096161
Sw Othello St / Highland Park Way Sw,Motor Vehicle Accident,10/15/2011 08:01:00 PM +0000,47.536395,-122.347089,,F110096136
44th Av Sw / Sw Graham St,Motor Vehicle Accident,10/15/2011 07:25:00 AM +0000,47.546703,-122.388677,,F110096008
5th Av N / Mercer St,Motor Vehicle Accident,10/15/2011 04:01:00 AM +0000,47.624561,-122.347571,,F110095957
14th Av S / S Director St,Motor Vehicle Accident,10/14/2011 11:52:00 PM +0000,47.522233,-122.314982,,F110095870
Lenora St / Western Av,Motor Vehicle Accident,10/14/2011 04:19:00 PM +0000,47.611173,-122.344772,,F110095745
4th Av S / S Hinds St,Motor Vehicle Accident,10/14/2011 04:00:00 PM +0000,47.573699,-122.32906,,F110095739
4400 Aurora Av N,Motor Vehicle Accident Freeway,10/14/2011 07:05:00 AM +0000,47.660578,-122.347248,,F110095671
Ne 115th St / Pinehurst Way Ne,Motor Vehicle Accident,10/14/2011 03:09:00 AM +0000,47.712198,-122.315193,,F110095620
2nd Av Ne / Ne Northgate Way,Motor Vehicle Accident,10/14/2011 02:39:00 AM +0000,47.70862,-122.327294,,F110095608
31st Av S / S Alaska St,Motor Vehicle Accident,10/14/2011 01:20:00 AM +0000,47.560794,-122.29258,,F110095591
Republican St / Dexter Av N,Motor Vehicle Accident,10/14/2011 01:02:00 AM +0000,47.623224,-122.342361,,F110095584
Sb I5 Fr Mercer,Motor Vehicle Accident Freeway,10/13/2011 10:57:00 PM +0000,47.624655,-122.333319,,F110095530
5432 35th Av Sw,Motor Vehicle Accident,10/13/2011 10:46:00 PM +0000,47.553486,-122.376281,,F110095527
4803 18th Av Sw,Motor Vehicle Accident,10/13/2011 01:16:00 AM +0000,47.558176,-122.357033,,F110095276
6000 16th Av Sw,Motor Vehicle Accident,10/12/2011 08:51:00 PM +0000,47.54887,-122.354722,,F110095180
3rd Av W / W Mcgraw St,Motor Vehicle Accident,10/12/2011 08:17:00 PM +0000,47.639597,-122.360931,,F110095169
700 Broadway,Motor Vehicle Accident,10/12/2011 04:29:00 PM +0000,47.608073,-122.320755,,F110095119
2746 Ne 45th St,Motor Vehicle Accident,10/12/2011 07:20:00 AM +0000,47.661238,-122.297259,,F110095021
26th Av E / E Madison St,Motor Vehicle Accident,10/12/2011 02:12:00 AM +0000,47.622007,-122.298359,,F110094964
M L King Jr Way S / S Willow St,Motor Vehicle Accident,10/12/2011 12:17:00 PM +0000,47.540684,-122.283048,,F110094923
14th Av S / S College St,Motor Vehicle Accident,10/12/2011 12:14:00 PM +0000,47.582985,-122.314699,,F110094920
8th Av / Yesler Way,Motor Vehicle Accident,10/11/2011 10:24:00 PM +0000,47.601703,-122.322447,,F110094889
9262 Rainier Av S,Motor Vehicle Accident,10/11/2011 10:00:00 PM +0000,47.519853,-122.268364,,F110094877
4th Av S / S Front St,Motor Vehicle Accident,10/11/2011 09:16:00 PM +0000,47.548051,-122.329584,,F110094859
29th Av S / S Holly St,Motor Vehicle Accident,10/11/2011 06:30:00 PM +0000,47.54265,-122.295817,,F110094810
Ne 125th St / Lake City Way Ne,Motor Vehicle Accident,10/11/2011 02:36:00 PM +0000,47.719279,-122.295233,,F110094644
Elliott Av W / 6th Av W,Motor Vehicle Accident,10/11/2011 02:10:00 PM +0000,47.623689,-122.364554,,F110094637
S Industrial Way / Airport Way S,Motor Vehicle Accident,10/11/2011 05:57:00 AM +0000,47.565076,-122.322769,,F110094566
Stone Av N / N 47th St,Motor Vehicle Accident,10/11/2011 01:22:00 AM +0000,47.662865,-122.342108,,F110094507
10th Av S / S Cloverdale St,Motor Vehicle Accident,10/11/2011 01:03:00 AM +0000,47.526457,-122.320284,,F110094499
8302 3rd Av Nw,Motor Vehicle Accident,10/10/2011 11:57:00 PM +0000,47.689119,-122.360649,,F110094485
Sw Holden St / Highland Park Way Sw,Motor Vehicle Accident,10/10/2011 07:19:00 PM +0000,47.53374,-122.347059,,F110094406
5th Av / University St,Motor Vehicle Accident,10/10/2011 06:44:00 PM +0000,47.608693,-122.333757,,F110094394
11600 Aurora Av N,Motor Vehicle Accident,10/10/2011 06:29:00 PM +0000,47.713548,-122.344834,,F110094390
Rainier Av S / S Fisher Pl,Motor Vehicle Accident,10/10/2011 05:25:00 PM +0000,47.521411,-122.269997,,F110094373
Nb Sr99 At Safeco,Motor Vehicle Accident Freeway,10/10/2011 05:15:00 PM +0000,47.597766,-122.335465,,F110094372
S Holly St / Shaffer Av S,Motor Vehicle Accident,10/10/2011 04:55:00 PM +0000,47.542648,-122.294755,,F110094369
38th Av S / Beacon Av S,Motor Vehicle Accident,10/10/2011 04:12:00 PM +0000,47.522908,-122.284939,,F110094353
14335 35th Av Ne,Motor Vehicle Accident, 2011-10-10T24:15:00+0000,47.732235,-122.291057,,F110094310
Rainier Av S / S Kenyon St,Motor Vehicle Accident,10/10/2011 02:01:00 AM +0000,47.531582,-122.26999,,F110094216
6th Av / Virginia St,Motor Vehicle Accident,10/10/2011 12:55:00 PM +0000,47.614391,-122.338314,,F110094202
Sb I5 At Northgate,Motor Vehicle Accident Freeway,10/09/2011 09:17:00 PM +0000,47.706245,-122.330019,,F110094156
3rd Av Nw / Nw 85th St,Motor Vehicle Accident,10/09/2011 08:01:00 PM +0000,47.690625,-122.360648,,F110094137
M L King Jr Way S / S Alaska St,Motor Vehicle Accident,10/09/2011 04:39:00 PM +0000,47.560808,-122.29324,,F110094091
Corson Av S / S Bailey St,Motor Vehicle Accident,10/09/2011 10:29:00 AM +0000,47.547503,-122.321439,,F110094054
Aurora Av N / N 107th St,Motor Vehicle Accident,10/09/2011 09:43:00 AM +0000,47.706546,-122.344719,,F110094044
6th Av / Pine St,Motor Vehicle Accident,10/09/2011 09:28:00 AM +0000,47.612136,-122.335373,,F110094039
Wb Wsea Frwy At Delridge,Motor Vehicle Accident Freeway,10/09/2011 05:29:00 AM +0000,47.571142,-122.35688,,F110093978
S Myrtle Pl / S Holly Park Dr,Motor Vehicle Accident,10/09/2011 04:40:00 AM +0000,47.537299,-122.286862,,F110093960
15th Av Nw / Holman Rd Nw,Motor Vehicle Accident,10/09/2011 04:11:00 AM +0000,47.693144,-122.376586,,F110093952
Yale Av / Stewart St,Motor Vehicle Accident,10/09/2011 01:47:00 AM +0000,47.618274,-122.330999,,F110093913
SB I5 AT 85,Motor Vehicle Accident Freeway,10/08/2011 09:41:00 PM +0000,47.68711,-122.327006,,F110093840
8th Av S / S King St,Motor Vehicle Accident,10/08/2011 09:27:00 PM +0000,47.598348,-122.322448,,F110093829
5th Av Ne / Ne Northgate Way,Motor Vehicle Accident,10/08/2011 08:49:00 PM +0000,47.708594,-122.323275,,F110093821
Holman Rd Nw / 13th Av Nw,Motor Vehicle Accident,10/08/2011 08:49:00 PM +0000,47.696206,-122.372948,,F110093824
Nb I5 Fr Eb Wsea Frwy,Motor Vehicle Accident Freeway,10/08/2011 08:35:00 PM +0000,47.571455,-122.320753,,F110093815
Greenwood Av N / N 71st St,Motor Vehicle Accident,10/08/2011 07:14:00 PM +0000,47.680313,-122.35531,,F110093792
2nd Av / Wall St,Motor Vehicle Accident,10/08/2011 02:38:00 PM +0000,47.615361,-122.347887,,F110093722
18th Av E / E Thomas St,Motor Vehicle Accident,10/08/2011 09:52:00 AM +0000,47.620491,-122.30874,,F110093677
11th Av / E Madison St,Motor Vehicle Accident,10/08/2011 04:33:00 AM +0000,47.612278,-122.3181,,F110093603
Greenwood Av N / N 77th St,Motor Vehicle Accident,10/08/2011 02:48:00 AM +0000,47.684748,-122.355298,,F110093570
3055 Sw Avalon Way,Motor Vehicle Accident,10/07/2011 11:39:00 PM +0000,47.566421,-122.371497,,F110093523
6742 3rd Av Nw,Motor Vehicle Accident,10/07/2011 08:20:00 PM +0000,47.678023,-122.360475,,F110093467
35th Av Ne / Ne 95th St,Motor Vehicle Accident,10/07/2011 08:19:00 PM +0000,47.697459,-122.290531,,F110093466
801 Alaskan Way,Motor Vehicle Accident,10/07/2011 07:21:00 PM +0000,47.602348,-122.337148,,F110093451
Sb I5 At 65,Motor Vehicle Accident Freeway,10/07/2011 02:21:00 PM +0000,47.670539,-122.322214,,F110093377
7th Av / Union St,Motor Vehicle Accident,10/07/2011 09:00:00 AM +0000,47.610614,-122.332447,,F110093344
Rainier Av S / S Andover St,Motor Vehicle Accident,10/07/2011 04:24:00 AM +0000,47.567948,-122.289244,,F110093301
23rd Av S / Rainier Av S,Motor Vehicle Accident,10/07/2011 01:13:00 AM +0000,47.584542,-122.30291,,F110093251
2377 Rainier Av S,Motor Vehicle Accident,10/06/2011 11:59:00 PM +0000,47.582525,-122.301336,,F110093227
Ne 125th St / 16th Av Ne,Motor Vehicle Accident,10/06/2011 10:15:00 PM +0000,47.719402,-122.311327,,F110093201
Nw 125th St / 3rd Av Nw,Motor Vehicle Accident,10/06/2011 08:06:00 PM +0000,47.719635,-122.360957,,F110093168
Renton Av S / S Henderson St,Motor Vehicle Accident,10/06/2011 02:04:00 AM +0000,47.523312,-122.276403,,F110092985
Ne 117th St / Pinehurst Way Ne,Motor Vehicle Accident,10/06/2011 12:48:00 PM +0000,47.713981,-122.312836,,F110092968
2001 Western Av,Motor Vehicle Accident,10/05/2011 10:08:00 PM +0000,47.610321,-122.343637,,F110092908
Nw 80th St / 16th Av Nw,Motor Vehicle Accident,10/05/2011 08:18:00 PM +0000,47.686869,-122.37787,,F110092885
Nb I5 At Mercer,Motor Vehicle Accident Freeway,10/05/2011 05:50:00 PM +0000,47.620184,-122.328213,,F110092853
Nb I5 At Albro,Motor Vehicle Accident Freeway,10/05/2011 03:19:00 PM +0000,47.548716,-122.311984,,F110092824
14th Av S / S Atlantic St,Motor Vehicle Accident,10/05/2011 01:58:00 PM +0000,47.589989,-122.314853,,F110092798
Dexter Av N / Galer St,Motor Vehicle Accident,10/05/2011 01:22:00 PM +0000,47.6323,-122.342281,,F110092791
Sb I5 To Wb Wsea Frwy,Motor Vehicle Accident Freeway,10/05/2011 11:25:00 AM +0000,47.574458,-122.320215,,F110092780
226 Aurora Av N,Motor Vehicle Accident,10/05/2011 10:20:00 AM +0000,47.620035,-122.343513,,F110092776
4400 - 4499 Delridge Way Sw,Motor Vehicle Accident,10/05/2011 12:36:00 PM +0000,47.564729,-122.363314,,F110092658
Rainier Av S / S Oregon St,Motor Vehicle Accident,10/05/2011 12:28:00 PM +0000,47.562818,-122.287836,,F110092653
30th Av Sw / Sw Thistle St,Motor Vehicle Accident,10/04/2011 11:55:00 PM +0000,47.528283,-122.371246,,F110092634
24th Av Sw / Sw Barton Pl,Motor Vehicle Accident,10/04/2011 07:06:00 PM +0000,47.521116,-122.363829,,F110092540
Sb I5 At Northgate,Motor Vehicle Accident Freeway,10/04/2011 03:34:00 PM +0000,47.706245,-122.330019,,F110092468
Ne 50th St / University Way Ne,Motor Vehicle Accident,10/04/2011 03:27:00 PM +0000,47.664901,-122.313074,,F110092465
Sb Sr99 To Royal Brougham,Motor Vehicle Accident Freeway,10/04/2011 02:58:00 PM +0000,47.59774,-122.335535,,F110092463
N 78th St / Aurora Av N,Motor Vehicle Accident,10/04/2011 01:00:00 AM +0000,47.685497,-122.344496,,F110092350
N 78th St / Aurora Av N,Motor Vehicle Accident,10/04/2011 01:00:00 AM +0000,47.685497,-122.344496,,F110092350
N 78th St / Aurora Av N,Motor Vehicle Accident,10/04/2011 01:00:00 AM +0000,47.685497,-122.344496,,F110092350
N 78th St / Aurora Av N,Motor Vehicle Accident,10/04/2011 01:00:00 AM +0000,47.685497,-122.344496,,F110092350
N 78th St / Aurora Av N,Motor Vehicle Accident,10/04/2011 01:00:00 AM +0000,47.685497,-122.344496,,F110092350
N 78th St / Aurora Av N,Motor Vehicle Accident,10/04/2011 01:00:00 AM +0000,47.685497,-122.344496,,F110092350
N 78th St / Aurora Av N,Motor Vehicle Accident,10/04/2011 01:00:00 AM +0000,47.685497,-122.344496,,F110092350
N 78th St / Aurora Av N,Motor Vehicle Accident,10/04/2011 01:00:00 AM +0000,47.685497,-122.344496,,F110092350
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
30th Av S / S Mcclellan St,Motor Vehicle Accident,10/04/2011 12:43:00 PM +0000,47.578346,-122.294163,,F110092345
N 134th St / Greenwood Av N,Motor Vehicle Accident,10/04/2011 12:26:00 PM +0000,47.726408,-122.355554,,F110092339
N 134th St / Greenwood Av N,Motor Vehicle Accident,10/04/2011 12:26:00 PM +0000,47.726408,-122.355554,,F110092339
N 134th St / Greenwood Av N,Motor Vehicle Accident,10/04/2011 12:26:00 PM +0000,47.726408,-122.355554,,F110092339
N 134th St / Greenwood Av N,Motor Vehicle Accident,10/04/2011 12:26:00 PM +0000,47.726408,-122.355554,,F110092339
N 134th St / Greenwood Av N,Motor Vehicle Accident,10/04/2011 12:26:00 PM +0000,47.726408,-122.355554,,F110092339
N 134th St / Greenwood Av N,Motor Vehicle Accident,10/04/2011 12:26:00 PM +0000,47.726408,-122.355554,,F110092339
N 134th St / Greenwood Av N,Motor Vehicle Accident,10/04/2011 12:26:00 PM +0000,47.726408,-122.355554,,F110092339
N 134th St / Greenwood Av N,Motor Vehicle Accident,10/04/2011 12:26:00 PM +0000,47.726408,-122.355554,,F110092339
SB I5 AT 45,Motor Vehicle Accident Freeway,10/03/2011 11:57:00 PM +0000,47.65722,-122.322633,,B110092332
SB I5 AT 45,Motor Vehicle Accident Freeway,10/03/2011 11:57:00 PM +0000,47.65722,-122.322633,,B110092332
SB I5 AT 45,Motor Vehicle Accident Freeway,10/03/2011 11:57:00 PM +0000,47.65722,-122.322633,,B110092332
3544 West Marginal Way Sw,Motor Vehicle Accident,10/03/2011 08:39:00 PM +0000,47.571821,-122.358301,,F110092266
3544 West Marginal Way Sw,Motor Vehicle Accident,10/03/2011 08:39:00 PM +0000,47.571821,-122.358301,,F110092266
3544 West Marginal Way Sw,Motor Vehicle Accident,10/03/2011 08:39:00 PM +0000,47.571821,-122.358301,,F110092266
3544 West Marginal Way Sw,Motor Vehicle Accident,10/03/2011 08:39:00 PM +0000,47.571821,-122.358301,,F110092266
3544 West Marginal Way Sw,Motor Vehicle Accident,10/03/2011 08:39:00 PM +0000,47.571821,-122.358301,,F110092266
3544 West Marginal Way Sw,Motor Vehicle Accident,10/03/2011 08:39:00 PM +0000,47.571821,-122.358301,,F110092266
3544 West Marginal Way Sw,Motor Vehicle Accident,10/03/2011 08:39:00 PM +0000,47.571821,-122.358301,,F110092266
3544 West Marginal Way Sw,Motor Vehicle Accident,10/03/2011 08:39:00 PM +0000,47.571821,-122.358301,,F110092266
E Louisa St / 24th Av E,Motor Vehicle Accident,10/03/2011 02:34:00 PM +0000,47.642447,-122.302052,,F110092172
E Louisa St / 24th Av E,Motor Vehicle Accident,10/03/2011 02:34:00 PM +0000,47.642447,-122.302052,,F110092172
E Louisa St / 24th Av E,Motor Vehicle Accident,10/03/2011 02:34:00 PM +0000,47.642447,-122.302052,,F110092172
E Louisa St / 24th Av E,Motor Vehicle Accident,10/03/2011 02:34:00 PM +0000,47.642447,-122.302052,,F110092172
E Louisa St / 24th Av E,Motor Vehicle Accident,10/03/2011 02:34:00 PM +0000,47.642447,-122.302052,,F110092172
E Louisa St / 24th Av E,Motor Vehicle Accident,10/03/2011 02:34:00 PM +0000,47.642447,-122.302052,,F110092172
E Louisa St / 24th Av E,Motor Vehicle Accident,10/03/2011 02:34:00 PM +0000,47.642447,-122.302052,,F110092172
E Louisa St / 24th Av E,Motor Vehicle Accident,10/03/2011 02:34:00 PM +0000,47.642447,-122.302052,,F110092172
Eb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,10/03/2011 01:06:00 PM +0000,47.571481,-122.363499,,F110092150
Eb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,10/03/2011 01:06:00 PM +0000,47.571481,-122.363499,,F110092150
Eb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,10/03/2011 01:06:00 PM +0000,47.571481,-122.363499,,F110092150
Eb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,10/03/2011 01:06:00 PM +0000,47.571481,-122.363499,,F110092150
Eb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,10/03/2011 01:06:00 PM +0000,47.571481,-122.363499,,F110092150
Eb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,10/03/2011 01:06:00 PM +0000,47.571481,-122.363499,,F110092150
Eb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,10/03/2011 01:06:00 PM +0000,47.571481,-122.363499,,F110092150
Eb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,10/03/2011 01:06:00 PM +0000,47.571481,-122.363499,,F110092150
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/03/2011 09:33:00 AM +0000,47.571642,-122.325777,,F110092137
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/03/2011 09:33:00 AM +0000,47.571642,-122.325777,,F110092137
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/03/2011 09:33:00 AM +0000,47.571642,-122.325777,,F110092137
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/03/2011 09:33:00 AM +0000,47.571642,-122.325777,,F110092137
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/03/2011 09:33:00 AM +0000,47.571642,-122.325777,,F110092137
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/03/2011 09:33:00 AM +0000,47.571642,-122.325777,,F110092137
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/03/2011 09:33:00 AM +0000,47.571642,-122.325777,,F110092137
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/03/2011 09:33:00 AM +0000,47.571642,-122.325777,,F110092137
7419 California Av Sw,Motor Vehicle Accident,10/03/2011 07:48:00 AM +0000,47.536418,-122.387307,,F110092129
7419 California Av Sw,Motor Vehicle Accident,10/03/2011 07:48:00 AM +0000,47.536418,-122.387307,,F110092129
7419 California Av Sw,Motor Vehicle Accident,10/03/2011 07:48:00 AM +0000,47.536418,-122.387307,,F110092129
7419 California Av Sw,Motor Vehicle Accident,10/03/2011 07:48:00 AM +0000,47.536418,-122.387307,,F110092129
7419 California Av Sw,Motor Vehicle Accident,10/03/2011 07:48:00 AM +0000,47.536418,-122.387307,,F110092129
7419 California Av Sw,Motor Vehicle Accident,10/03/2011 07:48:00 AM +0000,47.536418,-122.387307,,F110092129
7419 California Av Sw,Motor Vehicle Accident,10/03/2011 07:48:00 AM +0000,47.536418,-122.387307,,F110092129
7419 California Av Sw,Motor Vehicle Accident,10/03/2011 07:48:00 AM +0000,47.536418,-122.387307,,F110092129
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
Nb I5 Fr Michigan,Motor Vehicle Accident,10/03/2011 07:04:00 AM +0000,47.548793,-122.315055,,F110092121
14th Av Nw / Nw Market St,Motor Vehicle Accident,10/03/2011 04:27:00 AM +0000,47.668665,-122.373589,,F110092083
14th Av Nw / Nw Market St,Motor Vehicle Accident,10/03/2011 04:27:00 AM +0000,47.668665,-122.373589,,F110092083
14th Av Nw / Nw Market St,Motor Vehicle Accident,10/03/2011 04:27:00 AM +0000,47.668665,-122.373589,,F110092083
14th Av Nw / Nw Market St,Motor Vehicle Accident,10/03/2011 04:27:00 AM +0000,47.668665,-122.373589,,F110092083
14th Av Nw / Nw Market St,Motor Vehicle Accident,10/03/2011 04:27:00 AM +0000,47.668665,-122.373589,,F110092083
